eid,year,group,has_discussion,references,journals
2-s2.0-0013118760,2000,CF,1,84993877369|84963057501|0000383416|8744301160|0033418805|0001891346|47749120440|46549102152|84993858218|0001094026|45149142057|0032387703|0034552621|0031258980|43949159746|84993865817|84892372742|0000887602|0001026456|0039193026,"The Journal of Finance|Review of Economic Studies|Industrial and Corporate Change|Industrial and Corporate Change|Journal of Law, Economics, and Organization|Journal of Economic Perspectives|Review of Economic Studies|Journal of Monetary Economics|The Journal of Finance|Journal of Financial Economics|Journal of Business Venturing|RAND Journal of Economics|Review of Financial Studies|Journal of Financial Economics|Journal of Financial Economics|The Journal of Finance|Journal of the American Statistical Association|Journal of Financial Economics|Journal of Finance|Journal of Finance"
2-s2.0-33947694596,2005,EFEL,1,0031418748|0034955753|0000436587|33646972178|0036148957|0002631499|0002268752|0000035537|1342308880|2942756015|3042673957|45549121614|0037251829|0003057401|0028560106|44049118879|33846109529|0000050641,Journal of Political Economy|Journal of Political Economy|Journal of Financial Economics|Journal of Financial Economics|Journal of International Economics|Empirical Economics|Journal of Financial Economics|Review of Economic Studies|American Economic Review|American Economic Review|American Economic Review|Journal of Monetary Economics|Economic Journal|Review of Economic Studies|American Economic Review|European Economic Review|NBER Macroeconomics Annual|Journal of Monetary Economics
2-s2.0-78649732201,2006,EFFE,0,0005880209|67649547774|84882492849|0035402387|0037244925|0041308591|27744577669|2642517693|0036012995|2642557940|0030530241|34848912832|0031327745|1842759785|70350347433|68249136965|84979381177|33750536645|57649148518|21144448250|33644524444|19644379708|33947382611|45149141217,"International Economic Review|Handbook of Economic Forecasting|Handbook of Financial Econometrics, Vol 1|Journal of Financial Economics|Econometrica|Journal of Empirical Finance|Econometrica|International Economic Review|Journal of the Royal Statistical Society. Series B: Statistical Methodology|Econometrica|Journal of Business and Economic Statistics|Journal of Econometrics|Econometric Theory|Journal of Financial Economics|Handbook of Statistics|Journal of Business and Economic Statistics|Journal of Forecasting|Econometrica|Econometrica|Journal of Econometrics|Journal of Econometrics|Journal of Applied Econometrics|Journal of Econometrics|Journal of Econometrics"
2-s2.0-37549016729,2006,PERE,1,2542418435|0344895869|0040915898|34249862982|1642602824|0033465305|0037476672|0001951962|0037476795|0041672448|84950420463|0008994731|0033162025|2542501656|1842429563|15544375698|0035645741|85040890266|84946458134|0000176820,Journal of Political Economy|Quarterly Journal of Economics|Criminology|National Tax Journal|Criminology|Review of Economics and Statistics|Journal of Urban Economics|Journal of Political Economy|Journal of Law and Economics|Journal of Law and Economics|Journal of the American Statistical Association|Journal of Public Economics|Journal of Urban Economics|Environment and Planning B: Planning and Design|Review of Economics and Statistics|Journal of Economic Perspectives|Economic Development Quarterly|Governing the commons: the evolution of institutions for collective action|Justice Quarterly|Journal of Urban Economics
2-s2.0-84937724003,2009,CF,1,0000114625|0036913970|21844514180|84894293343|79957454147|33947627035|76549127901|84940877340|84876327632|33845706110|84869742530|84866146557|84866145085|0001094026|36048970456|0031413974|0013468441|44649197264|77649183898|77951241930|84950240854|85011716131|33749151586|84871815466|0001784229|84871892687|84861428587|4344580603|55949133762,Econometrica|European Economic Review|Quarterly Journal of Economics|Economic Journal|American Economic Journal: Applied Economics|Review of Economic Studies|Econometrica|Review of Financial Studies|Journal of Financial Economics|Review of Financial Studies|Journal of Finance|Journal of Finance|Journal of Finance|Journal of Financial Economics|Journal of Economic Theory|Quarterly Journal of Economics|Journal of Finance|Journal of Financial Economics|Labour Economics|Review of Financial Studies|Quarterly Journal of Economics|Journal of Economic Perspectives|Journal of Monetary Economics|Administrative Science Quarterly|Journal of Mathematical Economics|Journal of Political Economy|International Economic Review|Journal of Finance|Journal of Finance
2-s2.0-79956284288,2009,IFM,1,4344602136|0037210171|15544387239|0041360394|12344275886|59449102162|0001059841|68149089476|23844507739|77953868824|27844437687|57149141978|32644459163|34547735434|33847233238|36148972848|0037332214|2142768748|84879649415|0001265749|0028560578|0011313645|84921599088|0000180018|0003112060|0039486305|0009167334|0029693533|0040615519,Journal of Finance|Journal of Public Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Finance|Review of Financial Studies|Journal of Financial Economics|Journal of Accounting Research|Journal of Financial Economics|Journal of Financial Economics|National Tax Journal|Contemporary Accounting Research|Journal of Public Economics|Financial Management|Journal of Financial Economics|Journal of Financial Economics|Quarterly Journal of Economics|Journal of Public Economics|National Tax Journal|Journal of Public Economics|Review of Economics & Statistics|Journal of Public Economics|Quarterly Journal of Economics|Journal of Economic Literature|Quarterly Journal of Economics|American Economic Review|Journal of Finance|Journal of Financial Economics|Journal of Financial Economics
2-s2.0-15944391877,2003,CF,1,0001587515|0002479105|36749092418|0002624840|0039403205|0000380080|0040925656|84977737676|38549147867|0042671261|0040426295|35948988013|46549099207|0001428439|1642357960|3342932318|84977702683|0041828973|0036232278|0040211631|84977724620|0242467607|84977717653,Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Finance|Journal of Finance|Journal of Financial Economics|Journal of Finance|The Journal of Finance|Journal of Financial Economics|Journal of Finance|Journal of Finance|Journal of Financial Economics|Journal of Accounting and Economics|Journal of Financial Economics|Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|Journal of Finance|The Journal of Finance|Journal of Financial Economics|The Journal of Finance
2-s2.0-33645747482,2004,ME,0,0012120028|0003107701|1842715143|15844392342|0006260747|0009401749|16244417799|85071345140|0030361278|0344873681|84952504842|2442527511|22144440111|0035608799|33847678662|0038521562|0347466670|0345456128,Quarterly Journal of Economics|Journal of Econometrics|Journal of the American Statistical Association|Journal of Political Economy|Quarterly Journal of Economics|NBER Macroeconomics Annual|Review of Economic Dynamics|Econometric Reviews|Brookings Papers on Economic Activity|Journal of Monetary Economics|Journal of Business and Economic Statistics|American Economic Review|Review of Economic Studies|Journal of Business and Economic Statistics|American Economic Review|Journal of Monetary Economics|International Economic Review|Journal of Econometrics
2-s2.0-77953495106,2008,EFFE,0,84952544089|84993894890|0347540118|3042716191|33748618701|0031419151|84963034558|0000271915|0034373722|68249136965|42449083783|27744538368|84977703346|84977738249|0348242861|64149131955|58149328520|40549111870|84993839697|0041035177,Journal of Business and Economic Statistics|The Journal of Finance|NBER Macroeconomics Annual|Journal of Economic Perspectives|Journal of Econometrics|Review of Economics and Statistics|Review of Economic Studies|Journal of Political Economy|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Journal of Economic Literature|Review of Economic Studies|The Journal of Finance|The Journal of Finance|Operational Research Quarterly|American Economic Review|Journal of Economic Literature|Review of Economics and Statistics|The Journal of Finance|Review of Financial Studies
2-s2.0-15844417903,2001,ME,0,0031206516|0012842697|0031161627|0000395657|0013381104|84959821636|84890656542|0040364531|0030554245|13444295025|84890650528|38149144734|84993907289|0000911048|84977704978|0039120731|0031534450|84885569259|0039562101|0000909365|0037996863|0039924318|0006210977|0006178565|27244459159|0000339531,"Journal of Monetary Economics|Journal of Finance|Journal of Financial Economics|Journal of Monetary Economics|Brookings Papers on Economic Activity|Review of Economic Studies|The Econometrics of Financial Markets|Journal of Economic Literature|Journal of Money, Credit and Banking|Contributions to Macroeconomics|Learning and Expectations in Macroeconomics|Journal of Monetary Economics|The Journal of Finance|Journal of Financial Economics|The Journal of Finance|Quarterly Journal of Economics|Journal of Money, Credit and Banking|Quarterly Journal of Economics|Journal of Finance|Journal of Economic Dynamics and Control|Journal of Economics and Business|Computational Economics|Journal of Economic Dynamics and Control|Journal of Monetary Economics|Journal of Economic Dynamics and Control|Quarterly Journal of Economics"
2-s2.0-84862147123,2008,ME,0,84881844837|0030115873|15844392342|70349300319|0001336356|0033652771|4344706161|0000028238|78649658118|0000180018|45849088342|0001717704|34547309730,"Review of Economic Studies|Journal of Monetary Economics|Journal of Political Economy|American Economic Review|Review of Economic Dynamics|Journal of Political Economy|Journal of Econometrics|Journal of Monetary Economics|Journal of Money, Credit and Banking|Journal of Economic Literature|American Economic Review|Journal of Econometrics|American Economic Review"
2-s2.0-14944344261,2003,ME,0,0142023269|84993921339|0032771542|0010214608|0030076532|8744288646|0001011206|84993914996|0041049050|0038353805|0002115197|58149362804|0006223301,Journal of Monetary Economics|The Journal of Finance|Journal of Political Economy|Journal of Financial Research|Journal of Financial Economics|Journal of Futures Markets|Journal of Monetary Economics|The Journal of Finance|Journal of Finance|Quarterly Journal of Economics|American Economic Review|Journal of Monetary Economics|Journal of Finance
